,AGCNr,DECdeg_OC,RAdeg_OC,X,Y,name_g,name_r
256,194718,25.60167,139.81667,249.0864181,418.6661177,fpC-004569-g2-0190.fit,fpC-004569-r2-0190.fit
177,184599,24.53639,134.79666,1381.654479,1069.045065,fpC-004569-g4-0159.fit,fpC-004569-r4-0159.fit
255,194618,26.45028,139.32126,1315.164649,1239.608339,fpC-004569-g4-0189.fit,fpC-004569-r4-0189.fit
988,733721,24.74222,232.31541,423.2283791,270.6596527,fpC-004570-g2-0162.fit,fpC-004570-r2-0162.fit
987,733680,26.29417,229.97542,1513.95601,95.62500047,fpC-004570-g3-0145.fit,fpC-004570-r3-0145.fit
990,733785,24.25639,236.60916,486.8415679,140.3611003,fpC-004570-g5-0187.fit,fpC-004570-r5-0187.fit
257,195255,27.05722,143.89041,1308.840603,243.9059756,fpC-004576-g2-0209.fit,fpC-004576-r2-0209.fit
195,191707,27.56833,144.44835,112.3591927,722.5401632,fpC-004576-g3-0213.fit,fpC-004576-r3-0213.fit
1069,749344,26.82944,227.84541,1011.981554,222.3016033,fpC-004576-g3-0698.fit,fpC-004576-r3-0698.fit
1086,749397,25.17194,136.88,1037.518465,853.7410875,fpC-004576-g4-0165.fit,fpC-004576-r4-0165.fit
989,733774,24.43722,234.87708,1327.860088,420.1919281,fpC-004576-g4-0743.fit,fpC-004576-r4-0743.fit
251,194002,25.31222,135.93167,1728.769481,1167.867639,fpC-004576-g5-0160.fit,fpC-004576-r5-0160.fit
1085,749396,25.35111,136.48541,84.97020477,1342.657298,fpC-004576-g5-0163.fit,fpC-004576-r5-0163.fit
914,727252,24.43694,235.72124,594.2825087,1247.309613,fpC-004576-g5-0747.fit,fpC-004576-r5-0747.fit
1070,749347,26.54139,231.86166,367.3169851,1173.872035,fpC-004576-g6-0720.fit,fpC-004576-r6-0720.fit
1121,749492,24.72167,225.88667,1154.516255,527.9324937,fpC-004588-g1-0132.fit,fpC-004588-r1-0132.fit
1065,749333,27.90417,216.76167,1101.497912,1154.741937,fpC-004588-g2-0073.fit,fpC-004588-r2-0073.fit
1122,749494,24.54305,227.63959,1006.963782,1027.781003,fpC-004588-g2-0142.fit,fpC-004588-r2-0142.fit
1123,749495,24.25,228.40833,862.4055122,1121.074788,fpC-004588-g2-0147.fit,fpC-004588-r2-0147.fit
656,242164,27.63611,219.19958,694.4784674,206.3703859,fpC-004588-g3-0088.fit,fpC-004588-r3-0088.fit
913,727027,24.76528,228.26123,953.6370514,986.6848341,fpC-004588-g3-0145.fit,fpC-004588-r3-0145.fit
1067,749339,28.03667,219.44667,950.8148179,997.6165761,fpC-004588-g4-0088.fit,fpC-004588-r4-0088.fit
753,252648,24.21639,230.98792,1031.882265,621.3438445,fpC-004588-g4-0162.fit,fpC-004588-r4-0162.fit
984,733567,25.90528,227.3275,170.9483212,951.8190475,fpC-004588-g5-0137.fit,fpC-004588-r5-0137.fit
986,733611,25.53305,228.47415,457.3515173,1402.989143,fpC-004588-g5-0144.fit,fpC-004588-r5-0144.fit
974,732942,27.68889,216.71375,1010.669013,723.290386,fpC-004623-g2-0356.fit,fpC-004623-r2-0356.fit
975,732956,27.89167,217.95708,1836.239139,247.2702015,fpC-004623-g3-0363.fit,fpC-004623-r3-0363.fit
982,733260,25.52083,223.89542,403.4908544,523.0216498,fpC-004628-g2-0066.fit,fpC-004628-r2-0066.fit
983,733380,26.00389,225.43791,1230.815128,1350.753277,fpC-004628-g4-0073.fit,fpC-004628-r4-0073.fit
979,733167,27.43194,222.56332,1739.245447,851.8496573,fpC-004628-g5-0054.fit,fpC-004628-r5-0054.fit
1068,749343,25.82528,226.99083,394.0334404,190.1782716,fpC-004628-g5-0083.fit,fpC-004628-r5-0083.fit
981,733221,27.61972,223.35625,1646.429981,876.8848825,fpC-004628-g6-0058.fit,fpC-004628-r6-0058.fit
985,733582,26.03139,227.68832,387.3732065,744.1794038,fpC-004628-g6-0086.fit,fpC-004628-r6-0086.fit
890,721677,25.81194,147.39749,1271.337391,154.8131485,fpC-004632-g1-0046.fit,fpC-004632-r1-0046.fit
892,721965,27.33861,152.70502,1195.935849,573.6207255,fpC-004632-g1-0079.fit,fpC-004632-r1-0079.fit
891,721947,27.59722,152.29082,595.9219345,777.8535286,fpC-004632-g2-0077.fit,fpC-004632-r2-0077.fit
1056,749308,27.76222,152.41251,1747.315713,789.7174047,fpC-004632-g2-0078.fit,fpC-004632-r2-0078.fit
1089,749406,25.04917,142.25041,1782.385456,307.7812396,fpC-004632-g3-0015.fit,fpC-004632-r3-0015.fit
1054,749303,27.28028,149.13834,1733.428882,163.756352,fpC-004632-g3-0059.fit,fpC-004632-r3-0059.fit
56,8567,27.63,203.80666,392.4014442,685.5911517,fpC-004646-g1-0072.fit,fpC-004646-r1-0072.fit
646,238847,27.33639,206.29041,1196.841228,465.2220509,fpC-004646-g1-0087.fit,fpC-004646-r1-0087.fit
659,242173,24.35167,219.99458,1245.388843,83.31060786,fpC-004646-g1-0172.fit,fpC-004646-r1-0172.fit
911,726344,26.24583,214.2175,1412.636161,93.73131988,fpC-004646-g2-0135.fit,fpC-004646-r2-0135.fit
972,732936,25.71667,216.38417,1225.130885,748.4761174,fpC-004646-g2-0148.fit,fpC-004646-r2-0148.fit
819,262022,15.70333,244.4379,405.5563489,887.0259149,fpC-004646-g2-0335.fit,fpC-004646-r2-0335.fit
980,733175,24.94,222.62915,1352.795837,239.9927777,fpC-004646-g4-0186.fit,fpC-004646-r4-0186.fit
909,726071,28.03167,211.24792,168.2472445,173.8667174,fpC-004646-g5-0115.fit,fpC-004646-r5-0115.fit
1118,749483,25.71944,220.94041,144.8298846,1210.70411,fpC-004646-g5-0174.fit,fpC-004646-r5-0174.fit
658,242167,25.68472,221.38708,922.8419683,716.6779282,fpC-004646-g5-0177.fit,fpC-004646-r5-0177.fit
1119,749485,25.6975,221.33376,904.3346907,265.0363809,fpC-004646-g5-0177.fit,fpC-004646-r5-0177.fit
660,242174,25.70333,221.64082,1702.566232,1289.705946,fpC-004646-g5-0178.fit,fpC-004646-r5-0178.fit
604,234845,27.65055,203.175,1675.940524,722.8508182,fpC-004649-g1-0133.fit,fpC-004649-r1-0133.fit
643,238840,27.85444,204.05042,813.7797683,577.2729219,fpC-004649-g2-0138.fit,fpC-004649-r2-0138.fit
976,732966,25.05,218.33333,1574.956193,1112.857098,fpC-004649-g2-0225.fit,fpC-004649-r2-0225.fit
1116,749480,24.66972,219.84665,1755.06088,454.852084,fpC-004649-g2-0235.fit,fpC-004649-r2-0235.fit
1117,749481,24.64222,220.01543,1914.67164,501.5431269,fpC-004649-g2-0236.fit,fpC-004649-r2-0236.fit
845,268107,14.65583,246.57375,1894.741641,1142.487308,fpC-004649-g2-0415.fit,fpC-004649-r2-0415.fit
750,249368,24.29028,222.56374,1284.863399,1175.985287,fpC-004649-g3-0251.fit,fpC-004649-r3-0251.fit
818,261941,16.08583,244.18542,689.4999819,1136.155145,fpC-004649-g3-0397.fit,fpC-004649-r3-0397.fit
969,732831,27.71,209.66832,303.9368999,302.8671023,fpC-004649-g4-0171.fit,fpC-004649-r4-0171.fit
1064,749330,27.08083,213.37125,1400.61421,769.0434941,fpC-004649-g4-0193.fit,fpC-004649-r4-0193.fit
910,726075,27.98778,211.31084,1796.717815,402.4017743,fpC-004649-g5-0180.fit,fpC-004649-r5-0180.fit
1063,749329,27.49278,212.99208,502.4428952,990.8929374,fpC-004649-g5-0190.fit,fpC-004649-r5-0190.fit
912,726644,26.55611,217.55792,1581.743486,809.9382286,fpC-004649-g5-0218.fit,fpC-004649-r5-0218.fit
657,242166,26.45167,217.76625,1124.981883,1337.113954,fpC-004649-g5-0219.fit,fpC-004649-r5-0219.fit
977,733018,25.96917,219.9725,1926.735002,787.5754783,fpC-004649-g5-0233.fit,fpC-004649-r5-0233.fit
1120,749486,25.40972,221.79501,1439.740245,221.4825979,fpC-004649-g5-0245.fit,fpC-004649-r5-0245.fit
973,732937,27.24417,216.52542,1575.121063,605.8500243,fpC-004649-g6-0211.fit,fpC-004649-r6-0211.fit
1066,749336,27.1275,217.15457,1894.554885,349.9334496,fpC-004649-g6-0215.fit,fpC-004649-r6-0215.fit
978,733119,25.83611,222.04208,1928.306729,989.0450717,fpC-004649-g6-0245.fit,fpC-004649-r6-0245.fit
968,732815,25.04056,208.73958,1882.127577,191.4763854,fpC-004670-g2-0079.fit,fpC-004670-r2-0079.fit
644,238841,26.08889,204.30167,1295.38457,818.1651028,fpC-004670-g3-0051.fit,fpC-004670-r3-0051.fit
843,268017,13.58417,246.88417,334.5432548,646.3105857,fpC-004670-g3-0330.fit,fpC-004670-r3-0330.fit
645,238842,26.41222,204.82916,1049.44523,530.1546337,fpC-004670-g4-0054.fit,fpC-004670-r4-0054.fit
970,732886,25.26028,211.46542,606.1908747,1383.628269,fpC-004670-g4-0094.fit,fpC-004670-r4-0094.fit
971,732898,25.55944,212.76917,1704.524208,390.0211829,fpC-004670-g5-0102.fit,fpC-004670-r5-0102.fit
1115,749479,23.99944,219.03043,181.304148,880.2530048,fpC-004670-g5-0141.fit,fpC-004670-r5-0141.fit
907,725708,25.75333,205.47168,1682.270728,357.8805957,fpC-004674-g3-0021.fit,fpC-004674-r3-0021.fit
840,268003,14.58472,245.16461,609.5991042,1299.477689,fpC-004674-g4-0279.fit,fpC-004674-r4-0279.fit
1113,749471,24.78194,214.72333,280.3664969,448.9286649,fpC-004674-g5-0077.fit,fpC-004674-r5-0077.fit
1114,749475,24.67555,215.99416,1789.01308,1352.818535,fpC-004674-g5-0084.fit,fpC-004674-r5-0084.fit
967,732731,26.99444,204.8475,566.311829,353.4248262,fpC-004674-g6-0016.fit,fpC-004674-r6-0016.fit
908,725778,26.79639,206.46208,921.9796128,1315.619994,fpC-004674-g6-0025.fit,fpC-004674-r6-0025.fit
647,238849,26.48083,208.57332,1133.079478,1018.101972,fpC-004674-g6-0038.fit,fpC-004674-r6-0038.fit
58,8915,26.22667,209.91084,930.7183873,1267.874161,fpC-004674-g6-0046.fit,fpC-004674-r6-0046.fit
648,238850,26.17194,209.88126,395.7154455,1127.729477,fpC-004674-g6-0046.fit,fpC-004674-r6-0046.fit
699,245576,25.06167,215.34042,113.062982,730.2667595,fpC-004674-g6-0080.fit,fpC-004674-r6-0080.fit
835,267968,13.58361,242.00667,162.5550408,1353.022489,fpC-004678-g2-0271.fit,fpC-004678-r2-0271.fit
838,267978,13.14278,243.17542,106.9674689,192.1068719,fpC-004678-g2-0280.fit,fpC-004678-r2-0280.fit
844,268028,11.53194,247.81416,1637.351389,336.7756855,fpC-004678-g2-0312.fit,fpC-004678-r2-0312.fit
768,257937,16.22167,236.36166,1890.246468,990.38661,fpC-004678-g3-0231.fit,fpC-004678-r3-0231.fit
834,267948,14.51056,240.97166,1018.287659,729.765948,fpC-004678-g3-0263.fit,fpC-004678-r3-0263.fit
112,113918,32.17889,20.7475,607.1022449,500.412854,fpC-004800-g2-0137.fit,fpC-004800-r2-0137.fit
107,113752,27.18806,19.52292,487.7593663,540.1968878,fpC-004800-g3-0103.fit,fpC-004800-r3-0103.fit
111,113907,30.15694,18.48417,502.3830968,492.8280373,fpC-004800-g6-0122.fit,fpC-004800-r6-0122.fit
113,113923,32.13639,21.55417,134.1456175,1283.962978,fpC-004829-g1-0156.fit,fpC-004829-r1-0156.fit
110,113845,24.13778,19.34083,449.1650008,357.7154044,fpC-004829-g3-0102.fit,fpC-004829-r3-0102.fit
114,114040,29.11528,19.6125,59.51222984,620.8624526,fpC-004829-g4-0135.fit,fpC-004829-r4-0135.fit
100,110150,27.135,18.68958,1400.766214,909.3881002,fpC-004829-g5-0121.fit,fpC-004829-r5-0121.fit
108,113790,27.63694,18.25875,1567.421654,958.1625322,fpC-004829-g6-0124.fit,fpC-004829-r6-0124.fit
78,100350,24.20778,9.43375,1097.842351,542.313786,fpC-004836-g2-0423.fit,fpC-004836-r2-0423.fit
2,337,24.60361,8.60333,676.8587804,371.1931392,fpC-004836-g3-0418.fit,fpC-004836-r3-0418.fit
90,102630,25.60389,3.3025,1830.827103,229.8384446,fpC-004836-g5-0386.fit,fpC-004836-r5-0386.fit
94,102684,25.48583,5.52833,679.5163367,788.596193,fpC-004836-g5-0399.fit,fpC-004836-r5-0399.fit
86,102229,25.43611,9.6,860.0126141,184.9636681,fpC-004836-g5-0424.fit,fpC-004836-r5-0424.fit
93,102674,25.29305,12.31,537.2409725,706.0253655,fpC-004836-g5-0440.fit,fpC-004836-r5-0440.fit
1,273,25.99639,7.02792,1619.210002,777.9584376,fpC-004836-g6-0408.fit,fpC-004836-r6-0408.fit
3,1084,23.95389,22.84208,231.7100581,506.4471158,fpC-004843-g4-0083.fit,fpC-004843-r4-0083.fit
109,113825,24.77972,25.86333,1628.104664,1168.309602,fpC-004844-g6-0033.fit,fpC-004844-r6-0033.fit
87,102243,23.96972,1.27083,663.3231809,452.3408662,fpC-004851-g1-0039.fit,fpC-004851-r1-0039.fit
91,102635,24.84917,4.05042,629.6718088,467.9087302,fpC-004851-g3-0056.fit,fpC-004851-r3-0056.fit
92,102672,25.07056,11.6,121.7475612,1382.493728,fpC-004851-g4-0101.fit,fpC-004851-r4-0101.fit
857,321348,23.99972,341.93375,1330.973591,461.8628039,fpC-004880-g5-0096.fit,fpC-004880-r5-0096.fit
856,321341,24.1025,343.0654,733.2109694,358.3544212,fpC-004880-g5-0103.fit,fpC-004880-r5-0103.fit
144,181471,15.14111,120.8525,849.8663135,999.7516756,fpC-005037-g3-0049.fit,fpC-005037-r3-0049.fit
1087,749404,24.07944,141.41293,1855.050719,87.34735901,fpC-005038-g2-0103.fit,fpC-005038-r2-0103.fit
1052,749297,26.02667,143.52124,596.129621,917.9198823,fpC-005038-g5-0119.fit,fpC-005038-r5-0119.fit
916,731404,26.47361,144.735,919.5654868,722.0627471,fpC-005038-g5-0127.fit,fpC-005038-r5-0127.fit
888,721422,25.63417,141.21999,308.0950676,1135.752868,fpC-005038-g6-0105.fit,fpC-005038-r6-0105.fit
917,731425,28.10472,148.53874,831.8089374,613.9817919,fpC-005038-g6-0152.fit,fpC-005038-r6-0152.fit
1088,749405,24.06,142.22415,1151.591141,963.679154,fpC-005045-g1-0207.fit,fpC-005045-r1-0207.fit
138,174513,14.1925,117.79375,776.490312,839.4252818,fpC-005045-g4-0040.fit,fpC-005045-r4-0040.fit
915,731387,24.46278,139.45918,1678.109645,154.353936,fpC-005045-g4-0193.fit,fpC-005045-r4-0193.fit
887,721420,25.39778,141.15874,438.2151589,1367.438083,fpC-005045-g5-0204.fit,fpC-005045-r5-0204.fit
1061,749323,27.38667,163.07666,660.6541585,654.7553555,fpC-005061-g2-0320.fit,fpC-005061-r2-0320.fit
922,731550,28.05639,166.78209,1541.181507,1133.737753,fpC-005061-g2-0342.fit,fpC-005061-r2-0342.fit
196,191737,24.13111,146.65625,1875.024783,668.5702285,fpC-005061-g3-0219.fit,fpC-005061-r3-0219.fit
129,171467,13.84278,119.98625,1172.622923,1390.813812,fpC-005061-g4-0037.fit,fpC-005061-r4-0037.fit
270,201989,27.53833,159.06876,935.1814306,588.320118,fpC-005061-g4-0297.fit,fpC-005061-r4-0297.fit
335,206787,28.03917,161.72083,948.2474962,619.6463699,fpC-005061-g4-0313.fit,fpC-005061-r4-0313.fit
1059,749318,27.96583,159.47,213.8712353,501.7136134,fpC-005061-g5-0300.fit,fpC-005061-r5-0300.fit
889,721463,24.04806,142.65375,465.1390579,306.865572,fpC-005061-g6-0196.fit,fpC-005061-r6-0196.fit
894,722180,27.85417,156.14375,1512.512058,118.7644511,fpC-005061-g6-0281.fit,fpC-005061-r6-0281.fit
1090,749408,24.59278,151.18083,616.0912983,568.2998961,fpC-005071-g1-0244.fit,fpC-005071-r1-0244.fit
1028,749194,28.1,168.81084,1471.418354,545.3875016,fpC-005071-g1-0352.fit,fpC-005071-r1-0352.fit
921,731468,27.05055,159.89207,929.0126195,279.6834668,fpC-005071-g2-0299.fit,fpC-005071-r2-0299.fit
897,722847,28.12222,166.43875,693.3316495,826.8611523,fpC-005071-g2-0338.fit,fpC-005071-r2-0338.fit
180,188750,15.07861,123.00999,1250.973752,1266.372787,fpC-005071-g3-0056.fit,fpC-005071-r3-0056.fit
1057,749313,26.90055,155.4375,256.5533647,235.3753991,fpC-005071-g4-0273.fit,fpC-005071-r4-0273.fit
1058,749316,27.38861,157.53999,506.024513,114.8789121,fpC-005071-g4-0286.fit,fpC-005071-r4-0286.fit
1055,749304,25.93917,149.38333,1294.789465,781.558947,fpC-005071-g5-0236.fit,fpC-005071-r5-0236.fit
178,188737,12.07778,120.02625,1048.398155,599.9736639,fpC-005080-g3-0040.fit,fpC-005080-r3-0040.fit
179,188739,12.06361,120.12541,562.805148,1346.500147,fpC-005080-g3-0040.fit,fpC-005080-r3-0040.fit
919,731444,24.29778,155.01917,283.2054333,197.0569563,fpC-005080-g4-0276.fit,fpC-005080-r4-0276.fit
1099,749430,25.44944,169.34042,949.8022222,1318.825783,fpC-005087-g1-0121.fit,fpC-005087-r1-0121.fit
900,723761,25.94555,173.73958,1559.638689,885.8633247,fpC-005087-g1-0148.fit,fpC-005087-r1-0148.fit
422,219307,26.17555,176.44417,1889.164131,1294.277491,fpC-005087-g1-0164.fit,fpC-005087-r1-0164.fit
32,7138,26.22611,182.37,173.1360595,604.5336147,fpC-005087-g1-0200.fit,fpC-005087-r1-0200.fit
1036,749241,26.32195,190.00708,1639.209953,237.6290798,fpC-005087-g1-0246.fit,fpC-005087-r1-0246.fit
650,238905,25.37,201.05833,645.0265477,1212.89221,fpC-005087-g1-0312.fit,fpC-005087-r1-0312.fit
1093,749419,25.17639,164.59291,252.3722012,461.3562515,fpC-005087-g2-0093.fit,fpC-005087-r2-0093.fit
942,732031,26.76528,184.07709,1058.057951,956.0607869,fpC-005087-g2-0210.fit,fpC-005087-r2-0210.fit
950,732139,26.78361,187.10208,1341.351858,1006.272821,fpC-005087-g2-0228.fit,fpC-005087-r2-0228.fit
637,238827,25.98528,198.91376,283.4645755,796.2268083,fpC-005087-g2-0299.fit,fpC-005087-r2-0299.fit
964,732661,25.62695,202.89,1169.073923,822.8632492,fpC-005087-g2-0323.fit,fpC-005087-r2-0323.fit
941,731941,27.06667,181.80624,288.741679,292.7968141,fpC-005087-g3-0197.fit,fpC-005087-r3-0197.fit
1034,749230,27.21334,183.35165,1377.374384,568.0252205,fpC-005087-g3-0206.fit,fpC-005087-r3-0206.fit
952,732185,27.1475,189.16917,1256.814717,1333.740246,fpC-005087-g3-0240.fit,fpC-005087-r3-0240.fit
539,228097,26.86111,193.85126,642.0181133,1226.150853,fpC-005087-g3-0268.fit,fpC-005087-r3-0268.fit
958,732488,26.72944,195.98793,827.5405662,910.0735081,fpC-005087-g3-0281.fit,fpC-005087-r3-0281.fit
546,231989,26.77389,196.14,1339.36685,742.9872205,fpC-005087-g3-0282.fit,fpC-005087-r3-0282.fit
1092,749410,25.19028,158.84624,1370.836,286.7390049,fpC-005087-g4-0059.fit,fpC-005087-r4-0059.fit
934,731801,27.41805,176.77792,1528.848241,680.5108572,fpC-005087-g4-0167.fit,fpC-005087-r4-0167.fit
947,732119,27.50417,186.58125,198.8144517,782.5487382,fpC-005087-g4-0225.fit,fpC-005087-r4-0225.fit
1035,749238,27.61444,187.37042,1302.134318,320.164212,fpC-005087-g4-0230.fit,fpC-005087-r4-0230.fit
953,732188,27.53333,189.31375,986.0543502,1020.653972,fpC-005087-g4-0241.fit,fpC-005087-r4-0241.fit
962,732606,26.73944,200.41208,888.6486566,1229.278566,fpC-005087-g4-0307.fit,fpC-005087-r4-0307.fit
649,238874,26.59417,201.58376,790.0287275,1310.107748,fpC-005087-g4-0314.fit,fpC-005087-r4-0314.fit
641,238838,26.52083,201.80583,368.8612457,466.2406554,fpC-005087-g4-0316.fit,fpC-005087-r4-0316.fit
14,5716,25.30722,157.93083,153.3119177,1310.938343,fpC-005087-g5-0053.fit,fpC-005087-r5-0053.fit
345,208385,26.16389,162.04416,1214.613066,476.5761409,fpC-005087-g5-0079.fit,fpC-005087-r5-0079.fit
1026,749186,26.68333,165.17708,1574.709073,551.6176488,fpC-005087-g5-0098.fit,fpC-005087-r5-0098.fit
1027,749189,26.90833,166.73834,1687.911712,1134.537746,fpC-005087-g5-0107.fit,fpC-005087-r5-0107.fit
923,731554,26.8325,166.89084,827.954193,897.853268,fpC-005087-g5-0108.fit,fpC-005087-r5-0108.fit
1029,749196,27.18056,169.05792,1589.638131,1022.007952,fpC-005087-g5-0121.fit,fpC-005087-r5-0121.fit
945,732102,27.99833,185.72667,812.5506195,673.6094493,fpC-005087-g5-0220.fit,fpC-005087-r5-0220.fit
1040,749247,27.96583,191.15584,1723.805976,690.4052779,fpC-005087-g5-0252.fit,fpC-005087-r5-0252.fit
640,238837,27.17555,201.28584,1899.453052,948.1803932,fpC-005087-g5-0312.fit,fpC-005087-r5-0312.fit
925,731691,27.6725,171.09915,254.1250907,215.426777,fpC-005087-g6-0134.fit,fpC-005087-r6-0134.fit
927,731702,27.74278,171.42459,601.6970525,167.1767633,fpC-005087-g6-0136.fit,fpC-005087-r6-0136.fit
1091,749409,24.07472,158.60791,1360.383451,1252.420651,fpC-005112-g1-0321.fit,fpC-005112-r1-0321.fit
1098,749428,25.53861,168.81876,362.6923174,793.1987414,fpC-005112-g1-0384.fit,fpC-005112-r1-0384.fit
1031,749209,26.07722,172.72417,1600.313433,443.929353,fpC-005112-g1-0408.fit,fpC-005112-r1-0408.fit
901,724084,26.35028,177.48584,993.9232339,1246.742314,fpC-005112-g1-0436.fit,fpC-005112-r1-0436.fit
181,188768,14.97305,127.15749,1476.031113,492.3488258,fpC-005112-g2-0115.fit,fpC-005112-r2-0115.fit
8,4528,16.18305,130.24417,1251.257643,1092.832478,fpC-005112-g2-0136.fit,fpC-005112-r2-0136.fit
895,722439,24.78028,160.11542,1335.664888,1152.39151,fpC-005112-g2-0331.fit,fpC-005112-r2-0331.fit
1095,749424,25.55556,165.38124,700.1815152,126.6032623,fpC-005112-g2-0364.fit,fpC-005112-r2-0364.fit
896,722779,25.66278,165.58917,1400.006223,600.1472352,fpC-005112-g2-0365.fit,fpC-005112-r2-0365.fit
898,723151,25.91805,168.19875,631.2673753,296.4607995,fpC-005112-g2-0381.fit,fpC-005112-r2-0381.fit
938,731848,26.90055,179.68916,1249.825596,334.6857128,fpC-005112-g2-0450.fit,fpC-005112-r2-0450.fit
902,724149,27.25056,178.12209,1235.174286,73.13487677,fpC-005112-g3-0441.fit,fpC-005112-r3-0441.fit
903,724279,27.3475,179.35001,1615.812189,496.6948524,fpC-005112-g3-0448.fit,fpC-005112-r3-0448.fit
276,202138,23.86389,151.49541,1659.39011,489.8493108,fpC-005112-g4-0279.fit,fpC-005112-r4-0279.fit
893,721972,24.06556,152.8175,684.0737104,693.8305798,fpC-005112-g4-0287.fit,fpC-005112-r4-0287.fit
1060,749322,26.01528,162.36708,1297.580527,994.6210222,fpC-005112-g4-0346.fit,fpC-005112-r4-0346.fit
1030,749204,27.17278,171.75041,868.8144113,397.2976218,fpC-005112-g4-0403.fit,fpC-005112-r4-0403.fit
918,731441,24.72361,153.88626,530.1992884,1202.012547,fpC-005112-g5-0294.fit,fpC-005112-r5-0294.fit
920,731459,25.73889,158.11334,1744.386635,400.4920836,fpC-005112-g5-0321.fit,fpC-005112-r5-0321.fit
1062,749324,26.47278,163.24751,326.1690406,624.0101941,fpC-005112-g5-0352.fit,fpC-005112-r5-0352.fit
1033,749221,28.03667,178.32417,652.1049197,728.1882494,fpC-005112-g5-0442.fit,fpC-005112-r5-0442.fit
899,723565,27.90972,171.53375,84.73866977,738.4664739,fpC-005112-g6-0402.fit,fpC-005112-r6-0402.fit
49,8030,26.30361,193.62125,1171.37157,835.1204823,fpC-005115-g1-0143.fit,fpC-005115-r1-0143.fit
1112,749464,25.4375,202.23541,621.745092,944.5043758,fpC-005115-g1-0195.fit,fpC-005115-r1-0195.fit
636,238825,26.54611,195.71169,872.5496982,1300.688962,fpC-005115-g2-0155.fit,fpC-005115-r2-0155.fit
963,732645,25.7975,202.41292,246.8019103,577.4317117,fpC-005115-g2-0196.fit,fpC-005115-r2-0196.fit
954,732253,27.2975,190.88541,1265.73677,1290.478277,fpC-005115-g3-0126.fit,fpC-005115-r3-0126.fit
1039,749246,27.29444,190.9175,1250.252214,189.7394517,fpC-005115-g3-0127.fit,fpC-005115-r3-0127.fit
965,732677,26.17917,203.32375,922.2209349,647.9215835,fpC-005115-g3-0201.fit,fpC-005115-r3-0201.fit
904,724915,27.83389,187.99458,1490.276472,975.909218,fpC-005115-g4-0109.fit,fpC-005115-r4-0109.fit
1037,749243,27.73611,190.50168,1291.174032,740.699546,fpC-005115-g4-0124.fit,fpC-005115-r4-0124.fit
1038,749245,27.72194,190.84665,1289.089478,797.2505044,fpC-005115-g4-0126.fit,fpC-005115-r4-0126.fit
538,228096,27.58972,193.16541,1140.751685,449.3552434,fpC-005115-g4-0140.fit,fpC-005115-r4-0140.fit
638,238832,26.87944,200.56,386.3993382,661.8120218,fpC-005115-g4-0184.fit,fpC-005115-r4-0184.fit
906,725594,26.91222,201.435,1585.84275,853.0601503,fpC-005115-g4-0189.fit,fpC-005115-r4-0189.fit
905,725562,27.39361,200.71625,1366.748842,1334.514455,fpC-005115-g5-0184.fit,fpC-005115-r5-0184.fit
642,238839,26.90778,203.83708,457.7452949,1081.570016,fpC-005115-g5-0203.fit,fpC-005115-r5-0203.fit
639,238834,27.71806,200.875,636.4305629,873.3894081,fpC-005115-g6-0185.fit,fpC-005115-r6-0185.fit
966,732709,27.23861,204.26501,135.8227916,1331.516783,fpC-005115-g6-0205.fit,fpC-005115-r6-0205.fit
994,742129,23.98556,183.79875,435.6112466,206.9067066,fpC-005116-g1-0095.fit,fpC-005116-r1-0095.fit
995,742455,23.98722,188.42207,763.7870702,497.7518475,fpC-005116-g1-0123.fit,fpC-005116-r1-0123.fit
24,6599,24.13333,174.42708,1331.362823,139.3455165,fpC-005116-g2-0038.fit,fpC-005116-r2-0038.fit
29,6980,24.47278,179.77542,1838.293467,997.813974,fpC-005116-g2-0070.fit,fpC-005116-r2-0070.fit
1110,749452,24.44833,182.33125,1001.597719,353.9193684,fpC-005116-g2-0086.fit,fpC-005116-r2-0086.fit
1108,749447,24.89917,179.52333,1979.627056,432.3178044,fpC-005116-g3-0069.fit,fpC-005116-r3-0069.fit
939,731876,24.75889,180.08958,526.6884285,968.2735133,fpC-005116-g3-0072.fit,fpC-005116-r3-0072.fit
956,732274,24.66333,191.43001,179.441356,680.2610503,fpC-005116-g3-0141.fit,fpC-005116-r3-0141.fit
549,232147,24.35222,198.3029,1474.720464,415.1463874,fpC-005116-g3-0183.fit,fpC-005116-r3-0183.fit
955,732254,25.29111,190.96834,1890.516185,703.600098,fpC-005116-g4-0138.fit,fpC-005116-r4-0138.fit
959,732508,24.94361,196.30333,1524.102187,1171.467163,fpC-005116-g4-0170.fit,fpC-005116-r4-0170.fit
933,731797,25.48028,176.1925,1063.944772,571.8580221,fpC-005116-g5-0049.fit,fpC-005116-r5-0049.fit
1107,749446,25.69639,179.40959,1628.518548,1156.096313,fpC-005116-g5-0068.fit,fpC-005116-r5-0068.fit
940,731879,25.69472,180.12209,1388.128916,182.8543697,fpC-005116-g5-0073.fit,fpC-005116-r5-0073.fit
943,732066,25.7425,184.875,1101.432183,1001.201363,fpC-005116-g5-0101.fit,fpC-005116-r5-0101.fit
57,8762,24.09056,207.75293,1724.277866,804.421608,fpC-005116-g5-0240.fit,fpC-005116-r5-0240.fit
997,743527,23.95,207.82584,563.2266623,250.3083926,fpC-005116-g5-0241.fit,fpC-005116-r5-0241.fit
